job_id,job_key,company_name,url,title,location,description,qualifications,working_condition,ai_summary
4089245004,paypay__4089245004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089245004,エンタープライズ営業担当,Hybrid,,,,エンタープライズ営業担当の求人で、勤務地はハイブリッドです。応募要件や勤務条件の詳細は記載されていませんが、営業経験が求められる可能性があります。興味のある方は、具体的な情報を確認することをお勧めします。
4089251004,paypay__4089251004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089251004,Frontend Engineer,Hybrid,"We are looking for a web frontend engineer to join PayPay. You will be building features that change how people in Japan use and manage their finances and business. As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront.",,,PayPayでは、ハイブリッド勤務のフロントエンドエンジニアを募集しています。日本の人々の金融管理やビジネスの利用方法を変える機能を構築する役割で、柔軟性と新しい挑戦に対する意欲が求められます。
4089304004,paypay__4089304004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089304004,IT統制担当/IT Controller,Hybrid,,,,IT統制担当（IT Controller）の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、IT管理に関する経験が求められる可能性があります。柔軟な働き方を希望する方に適しています。
4090172004,paypay__4090172004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4090172004,Automation QA Engineer,Hybrid,,"Minimum 3+ years of experience in developing, executing, and maintaining automated test cases for mobile applications, web applications, and/or APIs. Proven professional experience with at least one of the following automation frameworks/tools: Appium (for mobile), Selenium (for web), or Rest-Assured (for APIs). Proficient in utilizing Cucumber for defining and executing test cases. Well-versed in Continuous Integration/Continuous Deployment (CI/CD) tools such as Jenkins, Bitrise, or similar platforms. Basic understanding of microservices architecture and its associated testing challenges. Strong ability to analyze technical requirements, design comprehensive test strategies, and create detailed, effective test cases. Exceptional analytical and problem-solving skills, coupled with a meticulous attention to detail. Excellent communication skills, a team-oriented mindset, and the ability to work effectively both independently and collaboratively. Hands-on experience with AI productivity tools (NotebookLM, Gemini, Cursor AI, GitHub Copilot). Knowledge of OpenAI API usage, key management, embeddings, and LLM integration workflows. Familiarity with MCP server concepts and their integration in test automation pipelines. Understanding of AI system validation techniques, including testing for bias, hallucinations, drift, and robustness.",,Automation QA Engineerの求人で、ハイブリッド勤務が可能です。応募には、モバイルやウェブアプリ、APIの自動テストケースの開発・実行・保守に3年以上の経験が必要で、AppiumやSeleniumなどの自動化ツールの使用経験が求められます。また、CI/CDツールやAI関連の知識も必要です。
4092131004,paypay__4092131004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4092131004,障がい者採用(事務スタッフ/Hybrid Workstyle勤務/全国勤務可),Remote,,,,障がい者を対象とした事務スタッフの求人で、全国どこからでもリモート勤務が可能です。ハイブリッドワークスタイルを採用しており、柔軟な働き方ができます。応募要件や具体的な仕事内容は記載されていません。
4726951004,paypay__4726951004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4726951004,ポイントソリューション営業担当,Hybrid,,,,ポイントソリューション営業担当の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、営業経験が求められる可能性があります。勤務条件についての詳細は不明です。
4888665004,paypay__4888665004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4888665004,Principal Software Engineer,Hybrid,"We are looking for a Principal Software Engineer to work on our various systems which need high scalability, reliability and availability. These challenges require creative thinking and a deep understanding of how software and platform work.
Our ideal candidate is an ace problem solver and a learner at heart. You should have a very high degree of comfort in a programming language of your choice. We offer a flexible work schedule and you get your choice of tools (both hardware and software) and most importantly, the opportunity to work on tough problems with the brightest minds around you. So, if challenges excite you, and you're ready for a big one, let us know.
Responsibilities:
Design, develop, test, deploy, maintain and improve software and core platform Lead technical aspects for multiple projects through hands-on execution and guidance of other engineers Provide architectural blueprints and technical leadership. Provides input and guidance during all phases of programs to solve challenging technical issues. Build common platforms to support different business vertical application systems Develop tools and contribute to open source wherever possible Adopt problem-solving as a way of life – always go to the root cause!
Experience:
Solid foundation in designing, implementing, and maintaining a large-scale distributed system. Experience in developing distributed platform systems such as Messaging Platforms, Pub/Sub Systems, Databases, Distributed Computing Frameworks, and Schedulers.
Tech Stack:
Our technology stack may vary based on project needs. Currently, we utilize:
Programming Languages: Java, Kotlin, Scala Frameworks and Tools: Spring Boot, JUnit, Resilience4j, Feign Databases: MySQL/AuroraDB, DynamoDB, ELK, Kafka, Redis, TiDB Deployment and Orchestration: Docker, Kubernetes, ArgoCD, AWS, GCP Development Tools: GitHub, IntelliJ, Gradle, Maven, npm/yarn, Flyway, Jenkins Data Analytics: BigQuery, Kibana, Spark Diagramming Tools: PlantUML, draw.io , miro.com Communication: Slack, Zoom
Qualifications:
Degree in Computer Engineering or Computer Science or 7+ years equivalent experience in software development Strong fundamentals in data structure, algorithm, operating system and object-oriented programming Deep understanding of concurrency, distributed computing, large-scale system, messaging and algorithm Software development experience in one or more general-purpose programming languages Interest and ability to learn new technology stacks as needed
Preferred Qualifications:
Experience in working for system development in finance, payment, or similar industries Experience with AWS services Contribute to open-source projects Language ability in Japanese and English is a plus (We have a professional translator but it is nice to have language skills)
Portrait:
Experience: Demonstrated experience designing and implementing large scale, high performance, micro-service based architectures utilizing new concepts and technologies where appropriate. Ownership: A mentoring approach to owning, managing and improving the technical aspects of a large scale system end to end. Communication : The ability to clearly and logically communicate your choice of technology and architectural decision based on its implementation strengths and limitations. Commitment : As a professional, commit to the growth and business goals of the organization and create impactful results by your ownership. Curiosity: Foster a development culture that explores new ideas knowing that we learn even from the ones that fail.",,,ハイブリッド勤務のPrincipal Software Engineerを募集しています。大規模で信頼性の高いシステムの設計・開発・改善を行い、他のエンジニアを指導する役割です。プログラミング言語に精通し、分散システムやマイクロサービスアーキテクチャの経験が求められます。
4896155004,paypay__4896155004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4896155004,金融法務担当,Hybrid,,,,金融法務担当の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、金融関連の法務業務に従事するポジションです。勤務条件についての詳細も不明ですが、柔軟な働き方が可能です。
4916119004,paypay__4916119004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4916119004,内部統制（IT統制担当）,Hybrid,,,,内部統制（IT統制担当）の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、IT関連の統制業務に関わるポジションです。興味のある方は詳細を確認の上、応募を検討してください。
4919371004,paypay__4919371004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4919371004,Cloud Platform Engineer (DB Specialist),Hybrid,"We are working to provide the best financial services to users in Japan. We empower PayPay product by realizing efficient, stable and optimized storage services. PayPay is looking for Cloud Platform Engineers who specialize in databases at scale on mission critical systems.
Main Responsibilities
Database operations, including monitoring, configuration management, upgrade, scaling, backup, and data migration. Iterate on database operations to improve quality and efficiency Troubleshoot stability and performance problems Contribute to documentation for communicating knowledge, experience and for effective decision-making Research and test new tools in database ecosystems, and adopt them in PayPay Group.","More than 5 years of DBA experience with a minimum of 3 years MySQL or PostgreSQL experience. More than 3 years of AWS experience in recent years Hands-on experience with Infra as Code (IaC - terraform) Interested in new technologies and willing to improve operational quality and efficiency Familiar with shell and programming language for scripting(Python, Go,...)",,PayPayでは、データベースを専門とするCloud Platform Engineerを募集しています。応募者は、5年以上のDBA経験と3年以上のMySQLまたはPostgreSQL経験、AWSの実務経験が必要です。ハイブリッド勤務で、データベースの運用や新技術の研究・導入に携わります。
